// Created with X3 Editor 2 (2.0.15.0)
// Plugin T File Editor (1.1.13.0)
47;80;
180;180;0;0;0;0;5551;3;1;25;10;1;1;-100;1053;0;SS_WARE_DEBRIS;
180;180;0;0;0;1;5203;4;1;25;10;2;1;-100;1128;0;SS_WARE_ARTEFACTS;
180;180;0;0;0;2;5213;4;1;25;10;3;1;-100;1001;0;SS_WARE_AFERTILIZER;
180;180;0;0;0;3;5223;2;1;25;10;1;1;-100;1004;0;SS_WARE_BIOORGANISMS;
180;180;0;0;0;4;5233;1;1;25;10;1;1;-100;1006;0;SS_WARE_CCHIPS;
180;180;0;0;0;5;5243;5;1;25;10;4;1;-100;1010;0;SS_WARE_CEQUIPMENT;
180;180;0;0;0;6;5253;5;1;25;10;4;1;-100;1017;0;SS_WARE_ECOMPONENTS;
180;180;0;0;0;7;5273;3;1;25;10;1;1;-100;1018;0;SS_WARE_FRATIONS;
180;180;0;0;0;8;5283;4;1;25;10;1;1;-100;1021;0;SS_WARE_HWEAPONS;
180;180;0;0;0;9;5293;2;1;25;10;1;1;-100;1023;0;SS_WARE_LFOODSTUFF;
180;180;0;0;0;10;5303;5;1;25;10;2;1;-100;1026;0;SS_WARE_MEDEQUIPMENT;
180;180;0;0;0;11;5313;5;1;25;10;4;1;-100;1030;0;SS_WARE_MINEQUIPMENT;
180;180;0;0;0;12;5323;4;1;25;10;4;1;-100;1032;0;SS_WARE_NIVIDIUM;
180;180;0;0;0;13;5333;3;1;25;10;4;1;-100;1038;0;SS_WARE_RWASTE;
180;180;0;0;0;14;5343;4;1;25;10;3;1;-100;1124;0;SS_WARE_TPANNELING;
180;180;0;0;0;15;5363;1;1;25;10;1;1;-100;1054;0;SS_WARE_WICHIPS;
180;180;0;0;0;16;5373;2;1;25;10;1;1;-100;1031;0;SS_WARE_NARCOTICS;
180;180;0;0;0;17;5383;1;1;25;10;1;1;-100;0;0;SS_WARE_SSLAVECHIPS;
180;180;0;0;0;18;5393;2;1;25;10;1;1;-100;1046;0;SS_WARE_SPACEFLYEGGS;
180;180;0;0;0;19;5403;3;1;25;10;1;1;-100;1021;0;SS_WARE_PSIDEARMS;
180;180;0;0;0;20;5413;1;1;25;10;1;1;-100;1020;0;SS_WARE_HCHIPS;
180;180;0;0;0;21;5423;7;1;25;10;2;1;-100;1028;0;SS_WARE_MPERSONNEL;
180;180;0;0;0;22;5433;6;1;25;10;2;1;-100;1035;0;SS_WARE_PASSENGER;
180;180;0;0;0;23;5443;8;1;25;10;2;1;-100;1051;0;SS_WARE_VIPASSENGER;
180;180;0;0;0;24;5263;1;1;25;10;1;1;-100;1103;0;SS_WARE_ECHIPS;
180;180;0;0;0;25;9999;1;1;25;10;0;1;-100;0;0;SS_WARE_CREDITS_UNUSED;
180;180;0;0;0;26;5603;1;1;25;10;0;1;-100;1116;0;SS_WARE_REDCRYSTAL;
180;180;0;0;0;27;5613;1;1;25;10;0;1;-100;1098;0;SS_WARE_BLUECRYSTAL;
180;180;0;0;0;28;5623;1;1;25;10;0;1;-100;1105;0;SS_WARE_GREENCRYSTAL;
180;180;0;0;0;29;5633;1;1;25;10;0;1;-100;1128;0;SS_WARE_YELLOWCRYSTAL;
180;180;0;0;0;30;5643;1;1;25;10;0;1;-100;1126;0;SS_WARE_TRANSPCRYSTAL;
180;180;0;0;0;31;5653;1;1;25;10;0;1;-100;1097;0;SS_WARE_BLACKCRYSTAL;
180;180;0;0;0;32;5663;1;1;25;10;0;1;-100;1104;0;SS_WARE_GLOWINGCRYSTAL;
180;180;0;0;0;33;7101;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY1;
180;180;0;0;0;34;7111;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY2;
180;180;0;0;0;35;7121;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY3;
180;180;0;0;0;36;7131;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY4;
180;180;0;0;0;37;7141;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY5;
180;180;0;0;0;38;7151;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY6;
180;180;0;0;0;39;7161;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY7;
180;180;0;0;0;40;7171;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY8;
180;180;0;0;0;41;7181;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY9;
180;180;0;0;0;42;7191;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY10;
180;180;0;0;0;43;7201;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY11;
180;180;0;0;0;44;7211;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY12;
180;180;0;0;0;45;7221;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY13;
180;180;0;0;0;46;7231;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY14;
180;180;0;0;0;47;7241;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY15;
180;180;0;0;0;48;7251;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY16;
180;180;0;0;0;49;7261;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY17;
180;180;0;0;0;50;7271;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY18;
180;180;0;0;0;51;7281;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY19;
180;180;0;0;0;52;7291;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY20;
180;180;0;0;0;53;7301;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY21;
180;180;0;0;0;54;7311;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY22;
180;180;0;0;0;55;7321;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY23;
180;180;0;0;0;56;7331;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY24;
180;180;0;0;0;57;7341;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY25;
180;180;0;0;0;58;7351;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY26;
180;180;0;0;0;59;7361;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY27;
180;180;0;0;0;60;7371;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY28;
180;180;0;0;0;61;7381;0;1;0;0;0;1;-100000;0;0;SS_WARE_DUMMY29;
