// Created with X3 Editor 2 (2.0.15.0)
// Plugin T File Editor (1.1.13.0)
51;162;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_DEFAULT;
0;0;0;0;0;0;0;4512;268441806;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_FRONT_M1;
0;0;0;0;0;0;0;4512;276826318;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_REAR_M1;
0;0;0;0;0;0;0;4512;9537728;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_RILE_M1;
0;0;0;0;0;0;0;4512;104670;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_UPDO_M1;
0;0;0;0;0;0;0;4512;39114;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_FRONT_M1;
0;0;0;0;0;0;0;4512;276830410;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_REAR_M1;
0;0;0;0;0;0;0;4512;11638976;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_RILE_M1;
0;0;0;0;0;0;0;4512;39130;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_UPDO_M1;
0;0;0;0;0;0;0;4512;-2147483648;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_K_BIG_ALL;
0;0;0;0;0;0;0;4512;268700002;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_FRONT_M1;
0;0;0;0;0;0;0;4512;276834634;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_REAR_M1;
0;0;0;0;0;0;0;4512;9734496;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_RILE_M1;
0;0;0;0;0;0;0;4512;305522;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_UPDO_M1;
0;0;0;0;0;0;0;4512;268446054;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_FRONT_M1;
0;0;0;0;0;0;0;4512;276834630;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_REAR_M1;
0;0;0;0;0;0;0;4512;13936960;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_RILE_M1;
0;0;0;0;0;0;0;4512;33238;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_UPDO_M1;
0;0;0;0;0;0;0;4512;268482938;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_FRONT_M1;
0;0;0;0;0;0;0;4512;269531506;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_REAR_M1;
0;0;0;0;0;0;0;4512;14006592;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_RILE_M1;
0;0;0;0;0;0;0;4512;47482;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_T_UPDO_M1;
0;0;0;0;0;0;0;4512;44386;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_FRONT_M1;
0;0;0;0;0;0;0;4512;1084779;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_REAR_M1;
0;0;0;0;0;0;0;4512;1174882;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_RILE_M1;
0;0;0;0;0;0;0;4512;60786;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_X_UPDO_M1;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_FRONT_M6;
0;0;0;0;0;0;0;4512;95;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_REAR_M6;
0;0;0;0;0;0;0;4512;95;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_RILE_M6;
0;0;0;0;0;0;0;4512;95;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_A_UPDO_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_FRONT_M6;
0;0;0;0;0;0;0;4512;219;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_REAR_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_RILE_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_B_UPDO_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_FRONT_M6;
0;0;0;0;0;0;0;4512;115;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_REAR_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_RILE_M6;
0;0;0;0;0;0;0;4512;355;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_P_UPDO_M6;
0;0;0;0;0;0;0;4512;0;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_FRONT_M6;
0;0;0;0;0;0;0;4512;375;0;0;0;0;0;0;-100000;0;0;SS_COCKPIT_S_REAR_M6;
