// Created with X3 Editor 0.0.22
47;16;
26;159;0;0;0;0;2143;2;6;69;10;1;6;-100;1012;0;SS_WARE_R214;
26;160;0;0;0;1;2153;4;20;60;7;1;20;-100;1000;0;SS_WARE_R215;
26;171;0;0;0;2;2243;1;4;50;10;1;4;-100;1036;0;SS_WARE_R224;
26;172;0;0;0;3;2253;6;72;30;7;1;72;-100;0;0;SS_WARE_R225;
26;175;0;0;0;4;2343;2;4;65;10;1;4;-100;1039;0;SS_WARE_R234;
26;176;0;0;0;5;2353;2;20;52;7;1;20;-100;1007;0;SS_WARE_R235;
26;179;0;0;0;6;2443;1;5;50;12;1;5;-100;0;0;SS_WARE_R244;
26;400;0;0;0;7;2453;2;30;42;6;1;30;-100;1042;0;SS_WARE_R245;
26;403;0;0;0;8;2543;1;4;75;12;1;4;-100;0;0;SS_WARE_R254;
26;404;0;0;0;9;2553;5;30;64;16;2;30;-100;1125;0;SS_WARE_R255;
26;405;0;0;0;10;2563;3;30;77;6;1;30;-100;0;0;SS_WARE_R256;
26;159;0;0;0;11;15183;2;6;69;10;1;6;-100;1012;0;SS_WARE_TR_R1;
26;160;0;0;0;12;15193;4;20;60;7;1;20;-100;1000;0;SS_WARE_TR_R2;
26;159;0;0;0;13;15203;2;6;69;10;1;6;-100;1012;0;SS_WARE_TR_R3;
26;160;0;0;0;14;15213;4;20;60;7;1;20;-100;1000;0;SS_WARE_TR_R4;
26;159;0;0;0;11;15263;2;6;69;10;1;3;-100;1053;0;SS_WARE_WATER;
